Unnamed: 0,CSD_code,q,charge,S,mult,MND,nn,oxo_charge,oxo_mult
582,ADUZAC,q,0,S,0,MND,6,,
583,ADUZII,q,1,S,0,MND,8,,
584,ADUZOO,q,0,S,0,MND,8,,
585,ADUZUU,q,1,S,0,MND,8,,
586,ADUZUV,q,0,S,0,MND,8,,
587,AEMANI,q,0,S,0,MND,4,,
588,AESTPT,q,0,S,0,MND,4,,
589,AETSMN,q,0,S,0,MND,6,,
590,AFABAK,q,0,S,0,MND,8,,
591,AFABEO,q,0,S,0,MND,8,,
592,AFABEQ,q,0,S,0,MND,4,,
593,AFABIS,q,1,S,0,MND,8,,
594,AFABOA,q,0,S,0,MND,4,,
595,AFADOC,q,0,S,0,MND,6,,
596,AFADUI,q,1,S,0,MND,5,,
597,AFAFEU,q,0,S,0,MND,6,,
598,AFAJAS,q,0,S,0,MND,6,,
599,AFAJAT,q,0,S,0,MND,4,,
600,AFAJAV,q,0,S,0,MND,4,,
601,AFAJEX,q,1,S,0,MND,8,,
602,AFAJOJ,q,0,S,0,MND,4,,
603,AFAKAW,q,0,S,0,MND,4,,
604,AFALIE,q,1,S,0,MND,4,,
605,AFALUQ,q,1,S,0,MND,4,,
606,AFAMEB,q,0,S,0,MND,4,,
607,AFAMIF,q,0,S,0,MND,4,,
608,AFAMOL,q,0,S,0,MND,4,,
609,AFANAY,q,0,S,0,MND,4,,
610,AFANEC,q,0,S,0,MND,4,,
611,AFANIG,q,0,S,0,MND,4,,
612,AFAPAZ,q,0,S,0,MND,8,,
613,AFAPEC,q,0,S,0,MND,6,,
614,AFAPIG,q,0,S,0,MND,6,,
615,AFAPII,q,0,S,0,MND,6,,
616,AFAPOM,q,0,S,0,MND,6,,
617,AFAPOO,q,0,S,0,MND,6,,
618,AFAPUS,q,0,S,0,MND,6,,
619,AFAPUU,q,0,S,0,MND,6,,
620,AFAQAZ,q,0,S,0,MND,6,,
621,AFAQIJ,q,1,S,0,MND,8,,
622,AFAQOP,q,1,S,0,MND,8,,
623,AFAREG,q,1,S,0,MND,8,,
624,AFAROO,q,1,S,0,MND,6,,
625,AFASAD,q,0,S,0,MND,6,,
626,AFASIL,q,0,S,0,MND,6,,
627,AFASUX,q,1,S,0,MND,5,,
628,AFATAE,q,0,S,0,MND,5,,
629,AFATOQ,q,1,S,0,MND,2,,
630,AFAVAG,q,0,S,0,MND,6,,
631,AFAVEI,q,0,S,0,MND,6,,
632,AFAVIO,q,0,S,0,MND,6,,
633,AFAVOV,q,0,S,0,MND,6,,
634,AFAVUB,q,0,S,0,MND,6,,
635,AFAWUZ,q,1,S,0,MND,2,,
636,AFAXAG,q,1,S,0,MND,2,,
637,AFAXIO,q,0,S,0,MND,6,,
638,AFEBIZ,q,0,S,0,MND,6,,
639,AFECAQ,q,0,S,0,MND,8,,
640,AFECIZ,q,0,S,0,MND,6,,
641,AFEDAS,q,0,S,0,MND,5,,
642,AFEDEV,q,0,S,0,MND,4,,
643,AFEDIB,q,0,S,0,MND,9,,
644,AFEDUL,q,0,S,0,MND,6,,
645,AFEFIB,q,1,S,0,MND,6,,
646,AFEGAU,q,0,S,0,MND,4,,
647,AFEHID,q,0,S,0,MND,5,,
648,AFEHOJ,q,0,S,0,MND,4,,
649,AFEJAX,q,0,S,0,MND,5,,
650,AFEJIF,q,0,S,0,MND,6,,
651,AFEJOL,q,1,S,0,MND,6,,
652,AFEKAA,q,0,S,0,MND,6,,
653,AFEKIG,q,0,S,0,MND,4,,
654,AFEKIH,q,0,S,0,MND,6,,
655,AFEKUS,q,0,S,0,MND,6,,
656,AFELAY,q,0,S,0,MND,4,,
657,AFELEC,q,0,S,0,MND,4,,
658,AFELEF,q,0,S,0,MND,7,,
659,AFELIG,q,0,S,0,MND,4,,
660,AFELIJ,q,0,S,0,MND,8,,
661,AFELOM,q,1,S,0,MND,8,,
662,AFELUU,q,0,S,0,MND,4,,
663,AFEMAB,q,0,S,0,MND,6,,
664,AFEPIM,q,0,S,0,MND,8,,
665,AFERIO,q,1,S,0,MND,4,,
666,AFESEM,q,0,S,0,MND,6,,
667,AFESIQ,q,0,S,0,MND,6,,
668,AFETUD,q,0,S,0,MND,4,,
669,AFEVIT,q,0,S,0,MND,4,,
670,AFEWIU,q,0,S,0,MND,4,,
671,AFEYER,q,1,S,0,MND,3,,
672,AFEZOC,q,0,S,0,MND,3,,
673,AFEZUI,q,0,S,0,MND,3,,
674,AFIBAU,q,0,S,0,MND,4,,
675,AFIBID,q,0,S,0,MND,5,,
676,AFIBOH,q,0,S,0,MND,6,,
677,AFICIC,q,0,S,0,MND,4,,
678,AFIDOJ,q,0,S,0,MND,4,,
679,AFIGEB,q,0,S,0,MND,7,,
680,AFIGIF,q,0,S,0,MND,7,,
681,AFIGOL,q,0,S,0,MND,8,,
682,AFIHEC,q,0,S,0,MND,9,,
683,AFIJII,q,0,S,0,MND,4,,
684,AFILEG,q,0,S,0,MND,8,,
685,AFILIK,q,0,S,0,MND,8,,
686,AFILUX,q,0,S,0,MND,4,,
687,AFIMEK,q,0,S,0,MND,4,,
688,AFIPEL,q,0,S,0,MND,4,,
689,AFIROW,q,0,S,0,MND,4,,
690,AFIRUC,q,0,S,0,MND,6,,
691,ACISOV,q,-1,S,0,MND,6,,
692,ACISUC,q,1,S,0,MND,6,,
693,ACITAH,q,0,S,0,MND,6,,
694,ACITAJ,q,1,S,0,MND,6,,
695,ACITEN,q,1,S,0,MND,6,,
696,ACITEO,q,0,S,0,MND,6,,
697,ACITIR,q,1,S,0,MND,6,,
698,ACITUB,q,0,S,0,MND,4,,
699,ACIVAL,q,0,S,0,MND,3,,
700,ACIVIU,q,0,S,0,MND,4,,
701,ACIVOA,q,0,S,0,MND,4,,
702,ACIWER,q,0,S,0,MND,4,,
703,ACIWUH,q,1,S,0,MND,4,,
704,ACIYET,q,0,S,0,MND,2,,
705,ACIZAQ,q,0,S,0,MND,6,,
706,AFISEO,q,0,S,0,MND,6,,
707,AFITUE,q,-1,S,0,MND,4,,
708,AFIVOB,q,0,S,0,MND,4,,
709,AFIVUH,q,0,S,0,MND,5,,
710,AFIXUJ,q,0,S,0,MND,4,,
711,AFIZEV,q,0,S,0,MND,6,,
712,AFOCEE,q,0,S,0,MND,2,,
713,AFOCOO,q,0,S,0,MND,2,,
714,AFOFEH,q,0,S,0,MND,4,,
715,AFOFIL,q,0,S,0,MND,4,,
716,AFOGEK,q,-1,S,0,MND,4,,
717,AFOHIM,q,0,S,0,MND,4,,
718,AFOHUY,q,1,S,0,MND,4,,
719,AFOJEN,q,0,S,0,MND,4,,
720,AFOMAK,q,0,S,0,MND,6,,
721,AFOMEO,q,0,S,0,MND,6,,
722,AFOQAO,q,0,S,0,MND,4,,
723,AFORAO,q,0,S,0,MND,7,,
724,AFORES,q,0,S,0,MND,7,,
725,AFORIW,q,0,S,0,MND,7,,
726,AFOROC,q,0,S,0,MND,7,,
727,AFOSUM,q,0,S,0,MND,4,,
728,AFOVEW,q,1,S,0,MND,4,,
729,AFOWIB,q,0,S,0,MND,6,,
730,AFOWUN,q,0,S,0,MND,6,,
731,AFOXAU,q,0,S,0,MND,8,,
732,AFOYAV,q,0,S,0,MND,6,,
733,AFOYEZ,q,0,S,0,MND,12,,
734,AFOYID,q,0,S,0,MND,12,,
735,AFOYOL,q,0,S,0,MND,4,,
736,AFOYOM,q,0,S,0,MND,6,,
737,AFOYUP,q,0,S,0,MND,12,,
738,AFOYUR,q,0,S,0,MND,6,,
739,AFOYUS,q,0,S,0,MND,6,,
740,AFOZAW,q,0,S,0,MND,12,,
741,AFOZAY,q,0,S,0,MND,6,,
742,AFOZEA,q,0,S,0,MND,12,,
743,AFOZIE,q,0,S,0,MND,12,,
744,AFOZON,q,0,S,0,MND,6,,
745,AFOZUQ,q,0,S,0,MND,4,,
746,AFOZUT,q,0,S,0,MND,6,,
747,AFUBAE,q,0,S,0,MND,7,,
748,AFUBIM,q,0,S,0,MND,4,,
749,AFUCIO,q,0,S,0,MND,4,,
750,AFUCOU,q,0,S,0,MND,4,,
751,AFUCUA,q,0,S,0,MND,4,,
752,AFUDAH,q,0,S,0,MND,4,-1.0,5.0
753,AFUFAI,q,0,S,0,MND,5,,
754,AFUFIQ,q,0,S,0,MND,6,,
755,AFUFOW,q,0,S,0,MND,5,,
756,AFUGEQ,q,1,S,0,MND,4,,
757,AFUGIS,q,0,S,0,MND,4,,
758,AFUJIU,q,0,S,0,MND,8,,
759,AFUJIV,q,0,S,0,MND,6,,
760,AFUJIX,q,0,S,0,MND,6,,
761,AFUJOD,q,0,S,0,MND,6,,
762,AFULAO,q,1,S,0,MND,6,,
763,AFULES,q,1,S,0,MND,6,,
764,AFULIW,q,1,S,0,MND,6,,
765,AFULOC,q,1,S,0,MND,6,,
766,AFULUI,q,1,S,0,MND,6,,
767,AFUMIA,q,1,S,0,MND,6,,
768,AFUMOD,q,1,S,0,MND,6,,
769,AFUNAQ,q,1,S,0,MND,6,,
770,AFUPUO,q,0,S,0,MND,4,,
771,AFUQAT,q,0,S,0,MND,6,,
772,AFUQOJ,q,0,S,0,MND,9,,
773,AFURAU,q,0,S,0,MND,4,,
774,AFUREB,q,1,S,0,MND,4,,
775,AFURIF,q,1,S,0,MND,5,,
776,AFUSAY,q,1,S,0,MND,5,,
777,AFUSEZ,q,0,S,0,MND,4,,
778,AFUSOJ,q,0,S,0,MND,4,,
779,AFUTEB,q,0,S,0,MND,5,,
780,AFUWAA,q,0,S,0,MND,6,,
781,AFUXEF,q,0,S,0,MND,12,,
782,AFUXIJ,q,0,S,0,MND,12,,
783,AFUXOP,q,0,S,0,MND,12,,
784,AFUYAD,q,0,S,0,MND,4,,
785,AFUZAD,q,0,S,0,MND,10,,
786,AFUZAE,q,0,S,0,MND,6,,
787,AFUZIL,q,0,S,0,MND,6,,
788,AFUZOR,q,0,S,0,MND,6,,
789,AGABAM,q,0,S,0,MND,6,,
790,AGABEQ,q,0,S,0,MND,4,,
791,AGACAO,q,0,S,0,MND,6,,
792,AGACAP,q,0,S,0,MND,4,,
793,AGACUG,q,0,S,0,MND,5,,
794,AGAGAQ,q,0,S,0,MND,5,,
795,AGAGIY,q,0,S,0,MND,6,,
796,AGAHIA,q,0,S,0,MND,5,,
797,AGAHUL,q,0,S,0,MND,6,,
798,AGAKIC,q,0,S,0,MND,5,,
799,AGALEZ,q,0,S,0,MND,8,,
800,AGALUQ,q,0,S,0,MND,6,,
801,AGAMAX,q,0,S,0,MND,6,,
802,AGAMEB,q,0,S,0,MND,6,,
803,AGAMIH,q,1,S,0,MND,6,,
804,AGANEB,q,0,S,0,MND,6,,
805,AGANIF,q,0,S,0,MND,6,,
806,AGAPEG,q,0,S,0,MND,4,,
807,AGAPOO,q,0,S,0,MND,4,,
808,AGAQAB,q,1,S,0,MND,6,,
809,AGAQEH,q,0,S,0,MND,3,,
810,AGASEJ,q,0,S,0,MND,2,,
811,AGASOQ,q,1,S,0,MND,6,,
812,AGASUW,q,0,S,0,MND,6,,
813,AGAVEM,q,0,S,0,MND,5,,
814,AGAVIQ,q,0,S,0,MND,5,,
815,AGAWOV,q,1,S,0,MND,8,,
816,AGAWUB,q,1,S,0,MND,8,,
817,AGAXAI,q,1,S,0,MND,8,,
818,AGAXEM,q,1,S,0,MND,9,,
819,AGAXIQ,q,1,S,0,MND,9,,
820,AGAXOW,q,1,S,0,MND,9,,
821,AGAXUC,q,1,S,0,MND,9,,
822,AGAYAJ,q,1,S,0,MND,8,,
823,AGAYEN,q,1,S,0,MND,6,,
824,AGAYIR,q,1,S,0,MND,6,,
825,AGAYOX,q,1,S,0,MND,6,,
826,AGAYUD,q,1,S,0,MND,6,,
827,AGAZAK,q,1,S,0,MND,6,,
828,AGAZAM,q,0,S,0,MND,10,,
829,AGAZEQ,q,0,S,0,MND,10,,
830,AGAZIS,q,1,S,0,MND,8,,
831,AGAZIU,q,0,S,0,MND,10,,
832,AGAZOA,q,0,S,0,MND,10,,
833,AGAZUE,q,1,S,0,MND,8,,
834,AGEBAS,q,0,S,0,MND,8,,
835,AGEBEU,q,1,S,0,MND,4,,
836,AGEBIA,q,0,S,0,MND,5,,
837,AGEBOE,q,0,S,0,MND,4,,
838,AGECAR,q,0,S,0,MND,4,,
839,AGECEU,q,0,S,0,MND,6,,
840,AGECOE,q,0,S,0,MND,6,,
841,AGEDEV,q,1,S,0,MND,6,,
842,AGEFAT,q,1,S,0,MND,6,,
843,AGEGUO,q,0,S,0,MND,6,,
844,AGEHUS,q,0,S,0,MND,2,,
845,AGEJOM,q,0,S,0,MND,4,,
846,AGEJUS,q,0,S,0,MND,4,,
847,AGEKAZ,q,1,S,0,MND,7,,
848,AGEKON,q,0,S,0,MND,4,,
849,AGEKUT,q,0,S,0,MND,2,,
850,AGELAA,q,0,S,0,MND,4,,
851,AGELAC,q,1,S,0,MND,4,,
852,AGELEF,q,0,S,0,MND,4,,
853,AGELIH,q,0,S,0,MND,9,,
854,AGELIJ,q,0,S,0,MND,4,,
855,AGELOP,q,0,S,0,MND,5,,
856,AGEMAB,q,0,S,0,MND,6,,
857,AGEMEF,q,0,S,0,MND,6,,
858,AGEMUV,q,0,S,0,MND,6,,
859,AGEPOU,q,1,S,0,MND,6,,
860,AGESAH,q,0,S,0,MND,4,,
861,AGESOV,q,0,S,0,MND,6,,
862,AGETEL,q,0,S,0,MND,4,,
863,AGETOW,q,1,S,0,MND,6,,
864,AGEVAJ,q,0,S,0,MND,5,,
865,AGEVEN,q,0,S,0,MND,4,,
866,AGEVUD,q,0,S,0,MND,6,,
867,AGEWEO,q,1,S,0,MND,4,,
868,AGEWOY,q,0,S,0,MND,4,,
869,AGEWUE,q,0,S,0,MND,6,,
870,AGEXAL,q,0,S,0,MND,6,,
871,AGEXES,q,0,S,0,MND,4,,
872,AGEXIW,q,0,S,0,MND,4,,
873,AGEYAP,q,0,S,0,MND,4,,
874,AGEYET,q,0,S,0,MND,4,,
875,AGEZAN,q,0,S,0,MND,4,,
876,AGEZER,q,0,S,0,MND,4,,
877,AGEZIV,q,0,S,0,MND,4,,
878,AGEZIW,q,1,S,0,MND,8,,
879,AGEZOB,q,0,S,0,MND,4,,
880,AGIBAT,q,0,S,0,MND,9,,
881,AGIBUN,q,0,S,0,MND,4,,
882,AGICAU,q,0,S,0,MND,4,,
883,AGICEY,q,0,S,0,MND,4,,
884,AGICOJ,q,0,S,0,MND,4,,
885,AGICUP,q,0,S,0,MND,4,,
886,AGIDAW,q,0,S,0,MND,4,,
887,AGIDIF,q,0,S,0,MND,6,,
888,AGIFUU,q,1,S,0,MND,5,,
889,AGIGEC,q,0,S,0,MND,6,,
890,AGIJAC,q,1,S,0,MND,6,,
891,AGIJEF,q,0,S,0,MND,12,,
892,AGIJOP,q,0,S,0,MND,10,,
893,AGIJUV,q,-1,S,0,MND,9,,
894,AGIKAC,q,0,S,0,MND,8,,
895,AGIKEG,q,0,S,0,MND,9,,
896,AGIKIK,q,0,S,0,MND,8,,
897,AGIKUW,q,0,S,0,MND,5,,
898,AGINIP,q,0,S,0,MND,4,,
899,AGIPEM,q,-1,S,0,MND,3,,
900,AGIPOW,q,0,S,0,MND,2,,
901,AGIQUF,q,0,S,0,MND,6,,
902,AGIRIS,q,0,S,0,MND,4,,
903,AGIRUE,q,0,S,0,MND,4,,
904,AGISEQ,q,1,S,0,MND,6,,
905,AGISER,q,0,S,0,MND,5,,
906,AGISOB,q,0,S,0,MND,6,,
907,AGITIU,q,0,S,0,MND,12,,
908,AGITOA,q,0,S,0,MND,12,,
909,AGITUG,q,0,S,0,MND,12,,
910,AGIVOC,q,0,S,0,MND,8,,
911,AGIVUK,q,1,S,0,MND,9,,
912,AGIWAR,q,1,S,0,MND,9,,
913,AGIWEV,q,1,S,0,MND,9,,
914,AGIWIZ,q,1,S,0,MND,9,,
915,AGIWUJ,q,0,S,0,MND,6,,
916,AGIZEX,q,0,S,0,MND,6,,
917,AGIZIA,q,0,S,0,MND,6,,
918,AGOBAA,q,0,S,0,MND,2,,
919,AGOBEE,q,0,S,0,MND,2,,
920,AGOBOO,q,0,S,0,MND,2,,
921,AGOBUU,q,0,S,0,MND,4,,
922,AGOCAB,q,0,S,0,MND,4,,
923,AGOCEF,q,0,S,0,MND,4,,
924,AGOCOP,q,0,S,0,MND,2,,
925,AGOCUV,q,0,S,0,MND,4,,
926,AGODAC,q,0,S,0,MND,6,,
927,AGODEG,q,0,S,0,MND,6,,
928,AGODIK,q,0,S,0,MND,6,,
929,AGOFOU,q,0,S,0,MND,9,,
930,AGOGEJ,q,0,S,0,MND,4,,
931,AGOHEJ,q,0,S,0,MND,4,,
932,AGOHUZ,q,0,S,0,MND,6,,
933,AGOJAK,q,0,S,0,MND,4,,
934,AGOJOW,q,0,S,0,MND,7,,
935,AGOJUC,q,0,S,0,MND,7,,
936,AGOKAJ,q,0,S,0,MND,8,,
937,AGOKEN,q,0,S,0,MND,8,,
938,AGOPCD,q,0,S,0,MND,6,,
939,AGOQAQ,q,0,S,0,MND,4,,
940,AGOQET,q,0,S,0,MND,9,,
941,AGOQIX,q,0,S,0,MND,6,,
942,AGOQOD,q,0,S,0,MND,4,,
943,AGOSAR,q,0,S,0,MND,6,,
944,AGOSAT,q,0,S,0,MND,6,,
945,AGOSOF,q,0,S,0,MND,6,,
946,AGOTIA,q,0,S,0,MND,6,,
947,AGOTOG,q,0,S,0,MND,6,,
948,AGOTOH,q,0,S,0,MND,4,,
949,AGOTUM,q,0,S,0,MND,6,,
950,AGOVAU,q,0,S,0,MND,6,,
951,AGOVEY,q,0,S,0,MND,6,,
952,AGOVOK,q,0,S,0,MND,8,,
953,AGOVUO,q,0,S,0,MND,5,,
954,AGOWOI,q,0,S,0,MND,6,,
955,AGOXIE,q,1,S,0,MND,6,,
956,AGOXUR,q,0,S,0,MND,6,,
957,AGOYAX,q,0,S,0,MND,6,,
958,AGUBEM,q,0,S,0,MND,8,,
959,AGUBOT,q,0,S,0,MND,6,,
960,AGUDIQ,q,0,S,0,MND,6,,
961,AGUDIR,q,0,S,0,MND,5,,
962,AGUFEN,q,0,S,0,MND,6,,
963,AGUFIR,q,0,S,0,MND,6,,
964,AGUFIT,q,0,S,0,MND,4,,
965,AGUFOZ,q,0,S,0,MND,4,,
966,AGUGEO,q,0,S,0,MND,6,,
967,AGUGIS,q,0,S,0,MND,6,,
968,AGUGOY,q,0,S,0,MND,5,,
969,AGUGUG,q,0,S,0,MND,4,,
970,AGUHAN,q,0,S,0,MND,4,,
971,AGUHER,q,0,S,0,MND,4,,
972,AGUHIV,q,0,S,0,MND,4,,
973,AGUHOB,q,0,S,0,MND,4,,
974,AGUHUH,q,0,S,0,MND,4,,
975,AGUJET,q,0,S,0,MND,4,,
976,AGUJOC,q,1,S,0,MND,5,,
977,AGUJUH,q,1,S,0,MND,6,,
978,AGUKAP,q,0,S,0,MND,4,,
979,AGUKET,q,0,S,0,MND,4,,
980,AGUKOD,q,0,S,0,MND,6,,
981,AGULIX,q,0,S,0,MND,6,,
982,AGULUJ,q,0,S,0,MND,5,,
983,AGUMAQ,q,0,S,0,MND,5,,
984,AGUNEX,q,0,S,0,MND,6,,
985,AGUPOJ,q,0,S,0,MND,4,,
986,AGUQUQ,q,0,S,0,MND,4,,
987,AGUVUT,q,0,S,0,MND,13,,
988,AGUXAC,q,0,S,0,MND,9,,
989,AGUXIK,q,0,S,0,MND,4,,
990,AGUXOP,q,0,S,0,MND,8,,
991,AGUYUW,q,0,S,0,MND,6,,
992,AGUZAD,q,0,S,0,MND,6,,
993,AGUZEI,q,0,S,0,MND,5,,
994,AGUZIM,q,0,S,0,MND,5,,
995,AGUZUY,q,0,S,0,MND,4,,
996,AHABAN,q,0,S,0,MND,6,,
997,AHABER,q,0,S,0,MND,4,,
998,AHABIV,q,0,S,0,MND,4,,
999,AHABOB,q,0,S,0,MND,4,,
1000,AHABUH,q,0,S,0,MND,4,,
1001,AHACES,q,0,S,0,MND,4,,
1002,AHACOB,q,0,S,0,MND,6,,
1003,AHADES,q,0,S,0,MND,6,,
1004,AHADIW,q,0,S,0,MND,6,,
1005,AHAJEY,q,0,S,0,MND,4,,
1006,AHAJIC,q,0,S,0,MND,4,,
1007,AHAJOI,q,0,S,0,MND,4,,
1008,AHAPEF,q,0,S,0,MND,6,,
1009,AHAPIJ,q,0,S,0,MND,6,,
1010,AHAPOP,q,0,S,0,MND,6,,
1011,AHAQUX,q,0,S,0,MND,4,,
1012,AHASAE,q,1,S,0,MND,5,,
1013,AHASAF,q,0,S,0,MND,2,,
1014,AHASIM,q,0,S,0,MND,4,,
1015,AHATUY,q,1,S,0,MND,10,,
1016,AHAVAH,q,0,S,0,MND,7,,
1017,AHAWIP,q,0,S,0,MND,4,,
1018,AHAWOV,q,0,S,0,MND,4,,
1019,AHAWUB,q,0,S,0,MND,4,,
1020,AHAXAI,q,0,S,0,MND,4,,
1021,AHAXEM,q,0,S,0,MND,4,,
1022,AHAZIT,q,0,S,0,MND,9,,
1023,AHAZOY,q,0,S,0,MND,8,,
1024,AHAZOZ,q,0,S,0,MND,9,,
1025,AHAZUE,q,1,S,0,MND,4,,
1026,AHAZUF,q,0,S,0,MND,9,,
1027,AHEBAQ,q,1,S,0,MND,4,,
1028,AHEBAR,q,0,S,0,MND,9,,
1029,AHEBEV,q,0,S,0,MND,9,,
1030,AHEBIZ,q,0,S,0,MND,9,,
1031,AHEDEW,q,0,S,0,MND,6,,
1032,AHEFIC,q,0,S,0,MND,4,,
1033,AHEFOI,q,0,S,0,MND,4,,
1034,AHEHIE,q,0,S,0,MND,4,,
1035,AHEHIG,q,0,S,0,MND,7,,
1036,AHEJIH,q,0,S,0,MND,6,,
1037,AHETIS,q,1,S,0,MND,6,,
1038,AHETOY,q,1,S,0,MND,6,,
1039,AHETUE,q,1,S,0,MND,6,,
1040,AHEVAM,q,1,S,0,MND,6,,
1041,AHEVIU,q,0,S,0,MND,6,,
1042,AHEXAM,q,0,S,0,MND,4,,
1043,AHICEB,q,0,S,0,MND,6,,
1044,AHIDAX,q,0,S,0,MND,6,,
1045,AHIDEB,q,1,S,0,MND,6,,
1046,AHIFUS,q,1,S,0,MND,6,,
1047,AHIGAZ,q,0,S,0,MND,4,,
1048,AHIGED,q,0,S,0,MND,4,,
1049,AHIGIH,q,0,S,0,MND,4,,
1050,AHIGOO,q,0,S,0,MND,5,,
1051,AHIGOP,q,-1,S,0,MND,4,,
1052,AHIGUU,q,0,S,0,MND,5,,
1053,AHIHAB,q,0,S,0,MND,4,,
1054,AHIHEE,q,0,S,0,MND,6,,
1055,AHIHII,q,0,S,0,MND,6,,
1056,AHIHOO,q,0,S,0,MND,4,,
1057,AHIHUU,q,0,S,0,MND,6,,
1058,AHIKAD,q,0,S,0,MND,2,,
1059,AHITUI,q,0,S,0,MND,5,,
1060,AHIVET,q,0,S,0,MND,12,,
1061,AHIVIX,q,0,S,0,MND,8,,
1062,AHIVUJ,q,0,S,0,MND,8,,
1063,AHIWAQ,q,0,S,0,MND,6,,
1064,AHIWEU,q,0,S,0,MND,6,,
1065,AHIWEV,q,1,S,0,MND,4,,
1066,AHIXEV,q,0,S,0,MND,10,,
1067,AHIXOF,q,0,S,0,MND,12,,
1068,AHIXUL,q,0,S,0,MND,12,,
1069,AHIYAS,q,0,S,0,MND,12,,
1070,AHIYAT,q,1,S,0,MND,4,,
1071,AHIYEW,q,0,S,0,MND,12,,
1072,AHIZAT,q,0,S,0,MND,12,,
1073,AHOBOQ,q,0,S,0,MND,4,,
1074,AHOBUV,q,0,S,0,MND,5,,
1075,AHOCAD,q,0,S,0,MND,4,,
1076,AHOCEH,q,0,S,0,MND,6,,
1077,AHOCIL,q,0,S,0,MND,4,,
1078,AHODAE,q,0,S,0,MND,4,,
1079,AHODUY,q,1,S,0,MND,4,,
1080,AHOFEK,q,1,S,0,MND,4,,
1081,AHOGOU,q,1,S,0,MND,4,,
1082,AHOGOV,q,1,S,0,MND,4,,
1083,AHOGUB,q,1,S,0,MND,4,,
1084,AHOHIP,q,0,S,0,MND,2,,
1085,AHOHUB,q,0,S,0,MND,4,,
1086,AHOJUD,q,-1,S,0,MND,8,,
1087,AHOLEQ,q,0,S,0,MND,7,,
1088,AHOLOA,q,0,S,0,MND,7,,
1089,AHOLUG,q,0,S,0,MND,8,,
1090,AHOMAN,q,0,S,0,MND,8,,
1091,AHONER,q,0,S,0,MND,4,,
1092,AHONIV,q,0,S,0,MND,4,,
1093,AHOPIX,q,0,S,0,MND,4,,
1094,AHOPIY,q,0,S,0,MND,6,,
1095,AHOQAQ,q,0,S,0,MND,6,-1.0,3.0
1096,AHOQEU,q,0,S,0,MND,6,,
1097,AHOQIY,q,0,S,0,MND,4,,
1098,AHOQOE,q,0,S,0,MND,4,,
1099,AHOWEB,q,1,S,0,MND,4,,
1100,AHOWIF,q,0,S,0,MND,4,,
1101,AHOXOK,q,0,S,0,MND,7,,
1102,AHOXUQ,q,1,S,0,MND,6,,
1103,AHOYUT,q,1,S,0,MND,6,,
1104,AHUBOW,q,1,S,0,MND,4,,
1105,AHUCAI,q,1,S,0,MND,6,,
1106,AHUCOW,q,0,S,0,MND,4,,
1107,AHUDIR,q,0,S,0,MND,4,,
1108,AHUGOA,q,0,S,0,MND,4,,
1109,AHUGUG,q,0,S,0,MND,5,,
1110,AHUJOC,q,1,S,0,MND,4,,
1111,AHUJUI,q,1,S,0,MND,2,,
1112,AHUKEV,q,0,S,0,MND,8,,
1113,AHUKIZ,q,0,S,0,MND,8,,
1114,AHUKOF,q,0,S,0,MND,8,,
1115,AHUNIA,q,0,S,0,MND,4,,
1116,AHUNOH,q,0,S,0,MND,4,,
1117,AHUQAV,q,0,S,0,MND,5,,
1118,AHUQEA,q,0,S,0,MND,4,,
1119,AHUQEZ,q,0,S,0,MND,5,,
1120,AHUREA,q,0,S,0,MND,5,,
1121,AHUROK,q,0,S,0,MND,4,,
1122,AHURUQ,q,0,S,0,MND,5,,
1123,AHUSOL,q,0,S,0,MND,6,,
1124,AHUTED,q,0,S,0,MND,5,,
1125,AHUXOQ,q,0,S,0,MND,6,,
1126,AHUXUW,q,1,S,0,MND,6,,
1127,AHUXUY,q,0,S,0,MND,6,,
1128,AHUYAF,q,0,S,0,MND,6,,
1129,AHUYEH,q,0,S,0,MND,6,,
1130,AHUYOT,q,0,S,0,MND,5,,
1131,AJADEV,q,0,S,0,MND,4,,
1132,AJAFIB,q,0,S,0,MND,4,,
1133,AJAFOH,q,0,S,0,MND,4,,
1134,AJAKUS,q,0,S,0,MND,4,,
1135,AJALED,q,0,S,0,MND,4,,
1136,AJALIH,q,0,S,0,MND,4,,
1137,AJAMAA,q,0,S,0,MND,10,,
1138,AJAMII,q,0,S,0,MND,11,,
1139,AJAMUU,q,0,S,0,MND,6,,
1140,AJAQAD,q,0,S,0,MND,4,,
1141,AJASEL,q,0,S,0,MND,6,,
1142,AJAVEN,q,0,S,0,MND,12,,
1143,AJAWAK,q,1,S,0,MND,4,,
1144,AJAWOZ,q,0,S,0,MND,6,,
1145,AJAXEP,q,0,S,0,MND,6,,
1146,AJAYIU,q,0,S,0,MND,6,,
1147,AJAYOA,q,0,S,0,MND,6,,
1148,AJAZIV,q,0,S,0,MND,6,,
1149,AJAZUG,q,0,S,0,MND,4,,
1150,AJEBAS,q,0,S,0,MND,4,,
1151,AJEBAU,q,0,S,0,MND,12,,
1152,AJEBEY,q,0,S,0,MND,14,,
1153,AJEBIC,q,0,S,0,MND,14,,
1154,AJEDOJ,q,0,S,0,MND,4,,
1155,AJEFAX,q,0,S,0,MND,5,,
1156,AJEFIG,q,0,S,0,MND,6,,
1157,AJEHAA,q,0,S,0,MND,4,,
1158,AJEHEE,q,0,S,0,MND,4,,
